County or equivalent,State or equivalent,Population (2020 census),Area (mi^2),Core-based statistical area
Queen Anne's,Maryland,"49,874",498,"Baltimore-Columbia-Towson, MD Metropolitan Statistical Area"
St. Mary's,Maryland,"113,777",510,"California-Lexington Park, MD Metropolitan Statistical Area"
Somerset,Maryland,"24,620",611,"Salisbury, MD-DE Metropolitan Statistical Area"
Talbot,Maryland,"37,526",611,"Easton, MD Micropolitan Statistical Area"
Washington,Maryland,"154,705",477,"Hagerstown-Martinsburg, MD-WV Metropolitan Statistical Area"
Wicomico,Maryland,"103,588",468,"Salisbury, MD-DE Metropolitan Statistical Area"
Worcester,Maryland,"52,460",400,"Salisbury, MD-DE Metropolitan Statistical Area"
Baltimore City,Maryland,"585,708",695,"Baltimore-Columbia-Towson, MD Metropolitan Statistical Area"
Barnstable,Massachusetts,"228,996",396,"Barnstable Town, MA Metropolitan Statistical Area"
Berkshire,Massachusetts,"129,026",931,"Pittsfield, MA Metropolitan Statistical Area"
Bristol,Massachusetts,"579,200",556,"Providence-Warwick, RI-MA Metropolitan Statistical Area"
Dukes,Massachusetts,"20,600",104,"Vineyard Haven, MA Micropolitan Statistical Area"
Essex,Massachusetts,"809,829",498,"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area"
Franklin,Massachusetts,"71,029",702,"Springfield, MA Metropolitan Statistical Area"
Hampden,Massachusetts,"465,825",618,"Springfield, MA Metropolitan Statistical Area"
Hampshire,Massachusetts,"162,308",529,"Springfield, MA Metropolitan Statistical Area"
Middlesex,Massachusetts,"1,632,002",824,"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area"
"Nantucket, Town and County of",Massachusetts,"14,255",48,
Norfolk,Massachusetts,"725,981",400,"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area"
Plymouth,Massachusetts,"530,819",661,"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area"
Suffolk,Massachusetts,"797,936",58,"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area"
Worcester,Massachusetts,"862,111",1513,"Worcester, MA-CT Metropolitan Statistical Area"
Alcona,Michigan,"10,167",1791,
Alger,Michigan,"8,842",5049,
Allegan,Michigan,"120,502",1833,"Holland, MI Micropolitan Statistical Area"
Alpena,Michigan,"28,907",1695,"Alpena, MI Micropolitan Statistical Area"
Antrim,Michigan,"23,431",602,
Arenac,Michigan,"15,002",681,
Baraga,Michigan,"8,158",1069,
Barry,Michigan,"62,423",577,
Bay,Michigan,"103,856",631,"Bay City, MI Metropolitan Statistical Area"
Benzie,Michigan,"17,970",860,"Traverse City, MI Micropolitan Statistical Area"
Berrien,Michigan,"154,316",1581,"Niles-Benton Harbor, MI Metropolitan Statistical Area"
Branch,Michigan,"44,862",519,"Coldwater, MI Micropolitan Statistical Area"
Calhoun,Michigan,"134,310",718,"Battle Creek, MI Metropolitan Statistical Area"
Cass,Michigan,"51,589",508,"South Bend-Mishawaka, IN-MI Metropolitan Statistical Area"
Charlevoix,Michigan,"26,054",1391,
Cheboygan,Michigan,"25,579",885,
Chippewa,Michigan,"36,785",2698,"Sault Ste. Marie, MI Micropolitan Statistical Area"
Clare,Michigan,"30,856",885,
Clinton,Michigan,"79,128",575,"Lansing-East Lansing, MI Metropolitan Statistical Area"
Crawford,Michigan,"12,988",563,
Delta,Michigan,"36,903",1992,"Escanaba, MI Micropolitan Statistical Area"
Dickinson,Michigan,"25,947",777,"Iron Mountain, MI-WI Micropolitan Statistical Area"
Eaton,Michigan,"109,175",579,"Lansing-East Lansing, MI Metropolitan Statistical Area"
Emmet,Michigan,"34,112",882,
Genesee,Michigan,"406,211",649,"Flint, MI Metropolitan Statistical Area"
Gladwin,Michigan,"25,386",516,
Gogebic,Michigan,"14,380",1476,
Grand Traverse,Michigan,"95,238",601,"Traverse City, MI Micropolitan Statistical Area"
Gratiot,Michigan,"41,761",572,"Alma, MI Micropolitan Statistical Area"
Hillsdale,Michigan,"45,746",607,"Hillsdale, MI Micropolitan Statistical Area"
Houghton,Michigan,"37,361",1502,"Houghton, MI Micropolitan Statistical Area"
Huron,Michigan,"31,407",2136,
Ingham,Michigan,"284,900",561,"Lansing-East Lansing, MI Metropolitan Statistical Area"
Ionia,Michigan,"66,804",580,"Grand Rapids-Kentwood, MI Metropolitan Statistical Area"
Iosco,Michigan,"25,237",1891,
Iron,Michigan,"11,631",1211,
Isabella,Michigan,"64,394",578,"Mount Pleasant, MI Micropolitan Statistical Area"
Jackson,Michigan,"160,366",724,"Jackson, MI Metropolitan Statistical Area"
Kalamazoo,Michigan,"261,670",580,"Kalamazoo-Portage, MI Metropolitan Statistical Area"
Kalkaska,Michigan,"17,939",571,"Traverse City, MI Micropolitan Statistical Area"
Kent,Michigan,"657,974",872,"Grand Rapids-Kentwood, MI Metropolitan Statistical Area"
Keweenaw,Michigan,"2,046",5966,"Houghton, MI Micropolitan Statistical Area"
Lake,Michigan,"12,096",575,
Lapeer,Michigan,"88,619",663,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area"
Leelanau,Michigan,"22,301",2532,"Traverse City, MI Micropolitan Statistical Area"
Lenawee,Michigan,"99,423",761,"Adrian, MI Micropolitan Statistical Area"
Livingston,Michigan,"193,866",585,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area"
Luce,Michigan,"5,339",1912,
Mackinac,Michigan,"10,834",2101,
Macomb,Michigan,"881,217",570,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area"
Manistee,Michigan,"25,032",1281,
Marquette,Michigan,"66,017",3425,"Marquette, MI Micropolitan Statistical Area"
Mason,Michigan,"29,052",1242,"Ludington, MI Micropolitan Statistical Area"
Mecosta,Michigan,"39,714",571,"Big Rapids, MI Micropolitan Statistical Area"
Menominee,Michigan,"23,502",1338,"Marinette, WI-MI Micropolitan Statistical Area"
Midland,Michigan,"83,494",528,"Midland, MI Metropolitan Statistical Area"
Missaukee,Michigan,"15,052",574,"Cadillac, MI Micropolitan Statistical Area"
Monroe,Michigan,"154,809",680,"Monroe, MI Metropolitan Statistical Area"
Montcalm,Michigan,"66,614",721,"Grand Rapids-Wyoming, MI Metropolitan Statistical Area"
Montmorency,Michigan,"9,153",562,
Muskegon,Michigan,"175,824",1459,"Muskegon, MI Metropolitan Statistical Area"
Newaygo,Michigan,"49,978",861,
Oakland,Michigan,"1,274,395",908,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area"
Oceana,Michigan,"26,659",1307,
Ogemaw,Michigan,"20,770",575,
Ontonagon,Michigan,"5,816",3741,
Osceola,Michigan,"22,891",573,
Oscoda,Michigan,"8,219",572,
Otsego,Michigan,"25,091",526,
Ottawa,Michigan,"296,200",1632,"Grand Rapids-Kentwood, MI Metropolitan Statistical Area"
Presque Isle,Michigan,"12,982",2573,
Roscommon,Michigan,"23,459",580,
Saginaw,Michigan,"190,124",816,"Saginaw, MI Metropolitan Statistical Area"
St. Clair,Michigan,"160,383",837,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area"
St. Joseph,Michigan,"60,939",521,"Sturgis, MI Micropolitan Statistical Area"
Sanilac,Michigan,"40,611",1590,
Schoolcraft,Michigan,"8,047",1884,
Shiawassee,Michigan,"68,094",541,"Lansing-East Lansing, MI Metropolitan Statistical Area"
Tuscola,Michigan,"53,323",914,
Van Buren,Michigan,"75,587",1090,
Washtenaw,Michigan,"372,258",723,"Ann Arbor, MI Metropolitan Statistical Area"
Wayne,Michigan,"1,793,561",672,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area"
Wexford,Michigan,"33,673",576,"Cadillac, MI Micropolitan Statistical Area"
Aitkin,Minnesota,"15,697",1819.3,
Anoka,Minnesota,"363,887",423.61,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
Becker,Minnesota,"35,183",1310.42,
Beltrami,Minnesota,"46,228",2505.27,"Bemidji, MN Micropolitan Statistical Area"
Benton,Minnesota,"41,379",408.28,"St. Cloud, MN Metropolitan Statistical Area"
Big Stone,Minnesota,"5,166",496.95,
Blue Earth,Minnesota,"69,112",752.36,"Mankato-North Mankato, MN Metropolitan Statistical Area"
Brown,Minnesota,"25,912",610.86,"New Ulm, MN Micropolitan Statistical Area"
Carlton,Minnesota,"36,207",860.33,"Duluth, MN-WI Metropolitan Statistical Area"
Carver,Minnesota,"106,922",357.04,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
Cass,Minnesota,"30,066",2017.6,"Brainerd, MN Micropolitan Statistical Area"
Chippewa,Minnesota,"12,598",582.8,
Chisago,Minnesota,"56,621",417.63,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
Clay,Minnesota,"65,318",1045.24,"Fargo, ND-MN Metropolitan Statistical Area"
Clearwater,Minnesota,"8,524",994.71,
Cook,Minnesota,"5,600",1450.6,
Cottonwood,Minnesota,"11,517",639.99,
Crow Wing,Minnesota,"66,123",996.57,"Brainerd, MN Micropolitan Statistical Area"
Dakota,Minnesota,"439,882",569.58,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
Dodge,Minnesota,"20,867",439.5,"Rochester, MN Metropolitan Statistical Area"
Douglas,Minnesota,"39,006",634.32,"Alexandria, MN Micropolitan Statistical Area"
Faribault,Minnesota,"13,921",713.63,
Fillmore,Minnesota,"21,228",861.25,"Rochester, MN Metropolitan Statistical Area"
Freeborn,Minnesota,"30,895",707.64,"Albert Lea, MN Micropolitan Statistical Area"
Goodhue,Minnesota,"47,582",758.27,"Red Wing, MN Micropolitan Statistical Area"
Grant,Minnesota,"6,074",546.41,
Hennepin,Minnesota,"1,281,565",556.62,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
Houston,Minnesota,"18,843",558.41,"La Crosse-Onalaska, WI-MN Metropolitan Statistical Area"
Hubbard,Minnesota,"21,344",922.46,
Isanti,Minnesota,"41,135",439.07,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
Itasca,Minnesota,"45,014",2665.06,"Grand Rapids, MN Micropolitan Statistical Area"
Jackson,Minnesota,"9,989",701.69,
Kanabec,Minnesota,"16,032",524.93,
Kandiyohi,Minnesota,"43,732",796.06,"Willmar, MN Micropolitan Statistical Area"
Kittson,Minnesota,"4,207",1097.08,
Koochiching,Minnesota,"12,062",3102.36,
Lac qui Parle,Minnesota,"6,719",764.87,
Lake,Minnesota,"10,905",2099.16,"Duluth, MN-WI Metropolitan Statistical Area"
Lake of the Woods,Minnesota,"3,763",1296.7,
Le Sueur,Minnesota,"28,674",448.5,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
Lincoln,Minnesota,"5,640",537.03,
Lyon,Minnesota,"25,269",714.17,"Marshall, MN Micropolitan Statistical Area"
Mahnomen,Minnesota,"5,411",556.14,
Marshall,Minnesota,"9,040",1772.24,
Martin,Minnesota,"20,025",709.34,"Fairmont, MN Micropolitan Statistical Area"
McLeod,Minnesota,"36,771",491.91,"Hutchinson, MN Micropolitan Statistical Area"
Meeker,Minnesota,"23,400",608.54,
Mille Lacs,Minnesota,"26,459",574.47,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
Morrison,Minnesota,"34,010",1124.5,
Mower,Minnesota,"40,029",711.5,"Austin, MN Micropolitan Statistical Area"
Murray,Minnesota,"8,179",704.43,
Nicollet,Minnesota,"34,454",452.29,"Mankato-North Mankato, MN Metropolitan Statistical Area"
Nobles,Minnesota,"22,290",715.39,"Worthington, MN Micropolitan Statistical Area"
Norman,Minnesota,"6,441",876.27,
Olmsted,Minnesota,"162,847",653.01,"Rochester, MN Metropolitan Statistical Area"
Otter Tail,Minnesota,"60,081",1979.71,"Fergus Falls, MN Micropolitan Statistical Area"
Pennington,Minnesota,"13,992",616.54,
Pine,Minnesota,"28,876",1411.04,
Pipestone,Minnesota,"9,424",465.89,
Polk,Minnesota,"31,192",1970.37,"Grand Forks, ND-MN Metropolitan Statistical Area"
Pope,Minnesota,"11,308",670.14,
Ramsey,Minnesota,"552,352",155.78,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
Red Lake,Minnesota,"3,935",432.43,
Redwood,Minnesota,"15,425",879.73,
Renville,Minnesota,"14,723",982.92,
Rice,Minnesota,"67,097",497.57,"Faribault-Northfield, MN Micropolitan Statistical Area"
Rock,Minnesota,"9,704",482.61,
Roseau,Minnesota,"15,331",1662.51,
St. Louis,Minnesota,"200,231",6225.16,"Duluth, MN-WI Metropolitan Statistical Area"
Scott,Minnesota,"150,928",356.68,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
Sherburne,Minnesota,"97,183",436.3,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
Sibley,Minnesota,"14,836",588.65,
Stearns,Minnesota,"158,292",1344.52,"St. Cloud, MN Metropolitan Statistical Area"
Steele,Minnesota,"37,406",429.55,"Owatonna, MN Micropolitan Statistical Area"
Stevens,Minnesota,"9,671",562.06,
Swift,Minnesota,"9,838",743.53,
Todd,Minnesota,"25,262",942.02,
Traverse,Minnesota,"3,360",574.09,
Wabasha,Minnesota,"21,387",525.01,"Rochester, MN Metropolitan Statistical Area"
Wadena,Minnesota,"14,065",535.02,
Waseca,Minnesota,"18,968",432.25,
Washington,Minnesota,"267,568",391.7,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
Watonwan,Minnesota,"11,253",434.51,
Wilkin,Minnesota,"6,506",751.43,"Wahpeton, ND-MN Micropolitan Statistical Area"
Winona,Minnesota,"49,671",626.3,"Winona, MN Micropolitan Statistical Area"
Wright,Minnesota,"141,337",660.5,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
Yellow Medicine,Minnesota,"9,528",757.96,
Adams,Mississippi,"29,538",460,"Natchez, MS-LA Micropolitan Statistical Area"
Alcorn,Mississippi,"34,740",400,"Corinth, MS Micropolitan Statistical Area"
Amite,Mississippi,"12,720",730,
Attala,Mississippi,"17,889",735,
Benton,Mississippi,"7,646",407,
Bolivar,Mississippi,"30,985",876,"Cleveland, MS Micropolitan Statistical Area"
Calhoun,Mississippi,"13,266",587,
Carroll,Mississippi,"9,998",628,"Greenwood, MS Micropolitan Statistical Area"
Chickasaw,Mississippi,"17,106",502,
Choctaw,Mississippi,"8,246",419,
Claiborne,Mississippi,"9,135",487,
Clarke,Mississippi,"15,615",691,"Meridian, MS Micropolitan Statistical Area"
Clay,Mississippi,"18,636",409,"West Point, MS Micropolitan Statistical Area"
Coahoma,Mississippi,"21,390",554,"Clarksdale, MS Micropolitan Statistical Area"
Copiah,Mississippi,"28,368",777,"Jackson, MS Metropolitan Statistical Area"
Covington,Mississippi,"18,340",414,"Hattiesburg, MS Metropolitan Statistical Area"
DeSoto,Mississippi,"185,314",478,"Memphis, TN-MS-AR Metropolitan Statistical Area"
Forrest,Mississippi,"78,158",467,"Hattiesburg, MS Metropolitan Statistical Area"
Franklin,Mississippi,"7,675",565,
George,Mississippi,"24,350",478,
Greene,Mississippi,"13,530",713,
Grenada,Mississippi,"21,629",422,"Grenada, MS Micropolitan Statistical Area"
Hancock,Mississippi,"46,053",477,"Gulfport-Biloxi-Pascagoula, MS Metropolitan Statistical Area"
Harrison,Mississippi,"208,621",581,"Gulfport-Biloxi-Pascagoula, MS Metropolitan Statistical Area"
Hinds,Mississippi,"227,742",869,"Jackson, MS Metropolitan Statistical Area"
Holmes,Mississippi,"17,000",756,"Jackson, MS Metropolitan Statistical Area"
Humphreys,Mississippi,"7,785",418,
Issaquena,Mississippi,"1,338",413,
Itawamba,Mississippi,"23,863",532,"Tupelo, MS Micropolitan Statistical Area"
Jackson,Mississippi,"143,252",727,"Gulfport-Biloxi-Pascagoula, MS Metropolitan Statistical Area"
Jasper,Mississippi,"16,367",676,"Laurel, MS Micropolitan Statistical Area"
Jefferson,Mississippi,"7,260",519,
Jefferson Davis,Mississippi,"11,321",408,
Jones,Mississippi,"67,246",694,"Laurel, MS Micropolitan Statistical Area"
Kemper,Mississippi,"8,988",766,"Meridian, MS Micropolitan Statistical Area"
Lafayette,Mississippi,"55,813",631,"Oxford, MS Micropolitan Statistical Area"
Lamar,Mississippi,"64,222",497,"Hattiesburg, MS Metropolitan Statistical Area"
Lauderdale,Mississippi,"72,984",704,"Meridian, MS Micropolitan Statistical Area"
Lawrence,Mississippi,"12,016",431,
Leake,Mississippi,"21,275",583,
Lee,Mississippi,"83,343",450,"Tupelo, MS Micropolitan Statistical Area"
Leflore,Mississippi,"28,339",592,"Greenwood, MS Micropolitan Statistical Area"
Lincoln,Mississippi,"34,907",586,"Brookhaven, MS Micropolitan Statistical Area"
Lowndes,Mississippi,"58,879",502,"Columbus, MS Micropolitan Statistical Area"
Madison,Mississippi,"109,145",719,"Jackson, MS Metropolitan Statistical Area"
Marion,Mississippi,"24,441",542,
Marshall,Mississippi,"33,752",706,"Memphis, TN-MS-AR Metropolitan Statistical Area"
Monroe,Mississippi,"34,180",764,
Montgomery,Mississippi,"9,822",407,
Neshoba,Mississippi,"29,087",570,
Newton,Mississippi,"21,291",578,
Noxubee,Mississippi,"10,285",695,
Oktibbeha,Mississippi,"51,788",458,"Starkville, MS Micropolitan Statistical Area"
Panola,Mississippi,"33,208",684,
Pearl River,Mississippi,"56,145",812,"Picayune, MS Micropolitan Statistical Area"
Perry,Mississippi,"11,511",647,"Hattiesburg, MS Metropolitan Statistical Area"
Pike,Mississippi,"40,324",409,"McComb, MS Micropolitan Statistical Area"
Pontotoc,Mississippi,"31,184",497,"Tupelo, MS Micropolitan Statistical Area"
Prentiss,Mississippi,"25,008",415,"Tupelo, MS Micropolitan Statistical Area"
Quitman,Mississippi,"6,176",405,
Rankin,Mississippi,"157,031",775,"Jackson, MS Metropolitan Statistical Area"
Scott,Mississippi,"27,990",609,
Sharkey,Mississippi,"3,800",428,
Simpson,Mississippi,"25,949",589,"Jackson, MS Metropolitan Statistical Area"
Smith,Mississippi,"14,209",636,
Stone,Mississippi,"18,333",445,"Gulfport-Biloxi, MS Metropolitan Statistical Area"
Sunflower,Mississippi,"25,971",694,"Indianola, MS Micropolitan Statistical Area"
Tallahatchie,Mississippi,"12,715",644,
Tate,Mississippi,"28,064",404,"Memphis, TN-MS-AR Metropolitan Statistical Area"
Tippah,Mississippi,"21,815",458,
Tishomingo,Mississippi,"18,850",424,
Tunica,Mississippi,"9,782",455,"Memphis, TN-MS-AR Metropolitan Statistical Area"
Union,Mississippi,"27,777",416,
Walthall,Mississippi,"13,884",404,
Warren,Mississippi,"44,722",587,"Vicksburg, MS Micropolitan Statistical Area"
Washington,Mississippi,"44,922",724,"Greenville, MS Micropolitan Statistical Area"
Wayne,Mississippi,"19,779",810,
Webster,Mississippi,"9,926",423,"Starkville, MS Micropolitan Statistical Area"
Wilkinson,Mississippi,"8,587",677,
Winston,Mississippi,"17,714",607,
Yalobusha,Mississippi,"12,481",467,
Yazoo,Mississippi,"26,743",920,"Jackson, MS Metropolitan Statistical Area"
Adair,Missouri,"25,314",568,"Kirksville, MO Micropolitan Statistical Area"
Andrew,Missouri,"18,135",435,"St. Joseph, MO-KS Metropolitan Statistical Area"
Atchison,Missouri,"5,305",545,
Audrain,Missouri,"24,962",693,"Mexico, MO Micropolitan Statistical Area"
Barry,Missouri,"34,534",779,
Barton,Missouri,"11,637",594,
Bates,Missouri,"16,042",848,"Kansas City, MO-KS Metropolitan Statistical Area"
Benton,Missouri,"19,394",706,
Bollinger,Missouri,"10,567",621,"Cape Girardeau, MO-IL Metropolitan Statistical Area"
Boone,Missouri,"183,610",685,"Columbia, MO Metropolitan Statistical Area"
Buchanan,Missouri,"84,793",410,"St. Joseph, MO-KS Metropolitan Statistical Area"
Butler,Missouri,"42,130",698,"Poplar Bluff, MO Micropolitan Statistical Area"
Caldwell,Missouri,"8,815",429,"Kansas City, MO-KS Metropolitan Statistical Area"
Callaway,Missouri,"44,283",839,"Jefferson City, MO Metropolitan Statistical Area"
Camden,Missouri,"42,745",655,
Cape Girardeau,Missouri,"81,710",579,"Cape Girardeau, MO-IL Metropolitan Statistical Area"
Carroll,Missouri,"8,495",695,
Carter,Missouri,"5,202",508,
Cass,Missouri,"107,824",699,"Kansas City, MO-KS Metropolitan Statistical Area"
Cedar,Missouri,"14,188",476,
Chariton,Missouri,"7,408",756,
Christian,Missouri,"88,842",563,"Springfield, MO Metropolitan Statistical Area"
Clark,Missouri,"6,634",507,"Fort Madison-Keokuk, IA-IL-MO Micropolitan Statistical Area"
Clay,Missouri,"253,335",396,"Kansas City, MO-KS Metropolitan Statistical Area"
Clinton,Missouri,"21,184",419,"Kansas City, MO-KS Metropolitan Statistical Area"
Cole,Missouri,"77,279",392,"Jefferson City, MO Metropolitan Statistical Area"
Cooper,Missouri,"17,103",565,"Columbia, MO Metropolitan Statistical Area"
Crawford,Missouri,"23,056",743,
Dade,Missouri,"7,569",490,
Dallas,Missouri,"17,071",542,"Springfield, MO Metropolitan Statistical Area"
Daviess,Missouri,"8,430",567,
DeKalb,Missouri,"11,029",424,"St. Joseph, MO-KS Metropolitan Statistical Area"
Dent,Missouri,"14,421",754,
Douglas,Missouri,"11,578",815,
Dunklin,Missouri,"28,283",546,"Kennett, MO Micropolitan Statistical Area"
Franklin,Missouri,"104,682",922,"St. Louis, MO-IL Metropolitan Statistical Area"
Gasconade,Missouri,"14,794",520,
Gentry,Missouri,"6,162",492,
Greene,Missouri,"298,915",675,"Springfield, MO Metropolitan Statistical Area"
Grundy,Missouri,"9,808",436,
Harrison,Missouri,"8,157",725,
Henry,Missouri,"21,946",702,
Hickory,Missouri,"8,279",399,
Holt,Missouri,"4,223",462,
Howard,Missouri,"10,151",466,"Columbia, MO Metropolitan Statistical Area"
Howell,Missouri,"39,750",928,"West Plains, MO Micropolitan Statistical Area"
Iron,Missouri,"9,537",551,
Jackson,Missouri,"717,204",605,"Kansas City, MO-KS Metropolitan Statistical Area"
Jasper,Missouri,"122,761",640,"Joplin, MO Metropolitan Statistical Area"
Jefferson,Missouri,"226,739",657,"St. Louis, MO-IL Metropolitan Statistical Area"
Johnson,Missouri,"54,013",831,"Warrensburg, MO Micropolitan Statistical Area"
