,date
220375,2016-10-12
220376,2014-09-14
220377,2015-05-24
220378,2014-07-27
220379,2017-02-19
220380,2016-10-20
220381,
220382,
220383,2017-04-16
220384,2015-10-07
220385,2016-08-12
220386,2016-06-09
220387,2014-10-06
220388,2014-07-29
220389,
220390,2015-03-22
220391,2016-06-24
220392,2015-12-08
220393,2017-02-17
220394,
220395,2016-11-20
220396,2017-10-20
220397,2014-11-22
220398,2017-05-23
220399,2017-07-23
220400,2016-07-24
220401,2015-01-11
220402,2015-05-25
220403,2015-04-10
220404,2015-11-01
220405,2015-03-21
220406,2014-02-22
220407,2016-07-22
220408,2016-01-12
220409,2016-04-26
220410,2016-10-19
220411,2015-03-13
220412,2015-10-23
220413,2016-02-16
220414,2017-09-24
220415,2017-12-28
220416,2014-12-21
220417,2017-06-06
220418,
220419,2017-03-28
220420,2015-04-22
220421,2016-12-28
220422,2016-10-01
220423,2017-10-08
220424,2017-09-03
220425,2017-11-24
220426,2017-08-25
220427,2015-01-05
220428,2017-01-20
220429,2016-03-13
220430,2015-01-12
220431,
220432,2017-11-01
220433,2016-01-27
220434,2016-04-08
220435,2016-02-01
220436,2017-07-09
220437,2015-04-05
220438,2018-01-21
220439,2015-06-27
220440,2017-03-22
220441,2014-09-12
220442,2017-03-31
220443,2015-09-02
220444,2014-01-14
220445,2017-03-22
220446,2015-12-29
220447,2014-08-29
220448,2016-03-06
220449,2017-11-18
220450,
220451,2017-05-07
220452,2014-01-29
220453,2014-10-03
220454,2015-05-25
220455,2016-03-30
220456,2017-08-12
220457,2015-10-12
220458,
220459,2017-11-21
220460,2017-12-27
220461,2016-05-08
220462,
220463,2014-08-13
220464,2015-02-24
220465,2017-05-29
220466,2017-09-02
220467,2015-10-15
220468,2017-06-08
220469,2016-02-17
220470,2015-08-17
220471,2014-01-17
220472,2016-10-28
220473,2016-04-14
220474,2015-06-12
220475,2018-03-10
220476,2017-12-12
220477,2017-09-17
220478,2014-03-20
220479,2017-02-11
220480,2017-01-13
220481,
220482,2016-03-14
220483,2017-10-18
220484,2017-12-11
220485,2014-11-24
220486,2017-01-10
220487,2015-04-18
220488,2018-01-20
220489,2017-01-17
220490,2017-12-05
220491,2015-10-17
220492,2017-05-26
220493,2016-03-29
220494,2014-05-05
220495,2015-04-20
220496,2016-08-23
220497,2015-05-10
220498,2014-05-28
220499,2014-12-26
220500,2014-10-18
220501,2017-08-21
220502,2015-10-14
220503,2015-04-18
220504,2016-06-06
220505,2015-12-12
220506,
220507,2017-04-27
220508,2016-10-13
220509,2018-03-21
220510,2018-02-20
220511,2015-12-14
220512,2017-04-06
220513,2017-08-02
220514,2014-08-21
220515,2014-01-01
220516,2017-07-11
220517,2017-08-19
220518,
220519,2018-01-25
220520,
220521,2017-08-29
220522,2017-04-15
220523,2014-09-29
220524,
220525,
220526,2015-01-18
220527,2016-04-25
220528,
220529,2017-07-17
220530,2016-06-29
220531,
220532,2014-11-05
220533,2016-10-09
220534,2017-07-31
220535,
220536,2015-10-23
220537,2015-03-24
220538,2016-06-07
220539,2016-12-03
220540,
220541,2014-07-10
220542,2016-06-21
220543,2017-05-18
220544,2015-10-31
220545,2017-07-08
220546,2018-02-10
220547,2014-03-13
220548,2017-06-24
220549,2017-08-20
220550,2017-08-16
220551,2016-09-11
220552,2015-07-29
220553,2016-07-20
220554,2018-01-26
220555,2014-07-20
220556,2014-03-27
220557,2014-06-25
220558,2015-12-31
220559,
220560,2017-11-03
220561,
220562,2015-06-12
220563,2015-10-10
220564,2015-08-02
220565,2017-07-22
220566,2014-10-16
220567,2016-10-25
220568,2014-06-16
220569,2016-11-16
220570,2017-06-29
220571,2018-01-30
220572,2016-10-25
220573,2016-08-22
220574,2015-08-02
220575,2015-12-03
220576,2017-04-08
220577,2014-09-28
220578,2017-04-28
220579,2017-12-16
220580,2014-02-14
220581,2015-01-08
220582,2018-01-02
220583,2016-11-16
220584,2015-07-18
220585,2016-01-03
220586,2014-01-28
220587,2018-03-15
220588,2015-06-06
220589,
220590,2016-09-09
220591,2014-01-11
220592,2016-11-05
220593,2015-10-27
220594,2016-05-11
220595,2016-01-31
220596,2017-04-07
220597,2017-12-15
220598,2017-09-05
220599,2015-09-02
220600,2014-01-03
220601,2017-07-07
220602,2017-02-08
220603,2014-01-31
220604,2016-08-03
220605,2015-09-20
220606,2014-12-02
220607,2016-12-27
220608,2018-02-03
220609,
220610,2015-02-04
220611,2017-10-02
220612,2017-04-02
220613,2015-11-07
220614,2015-11-19
220615,2015-01-15
220616,2015-06-18
220617,2016-01-14
220618,2015-01-23
220619,
220620,2015-09-20
220621,
220622,2015-12-18
220623,2015-12-18
220624,2015-01-18
220625,2017-04-06
220626,2018-03-20
220627,
220628,2017-09-02
220629,2015-11-03
220630,2015-11-23
220631,2016-01-23
220632,2018-03-05
220633,2017-03-28
220634,2018-02-28
220635,2017-11-14
220636,2016-11-15
220637,2016-06-10
220638,
220639,2017-07-15
220640,2015-12-23
220641,2014-08-17
220642,2017-07-31
220643,2016-05-04
220644,2016-02-28
220645,2015-12-21
220646,2014-02-04
220647,2017-06-17
220648,
220649,2015-06-30
220650,2014-08-05
220651,2016-09-01
220652,2017-03-21
220653,
220654,2016-04-22
220655,2018-02-10
220656,2017-09-09
220657,2015-09-02
220658,
220659,2016-03-08
220660,2016-11-09
220661,2017-06-24
220662,
220663,2017-12-30
220664,2016-04-02
220665,2014-10-22
220666,2016-10-20
220667,2014-10-12
220668,2017-11-09
220669,
220670,2014-07-18
220671,2015-01-30
220672,2016-08-31
220673,2016-10-26
220674,2016-10-29
220675,
220676,2017-04-02
220677,2014-04-01
220678,2017-07-29
220679,2016-07-30
220680,2014-11-21
220681,2017-11-15
220682,
220683,2014-11-01
220684,2016-08-06
220685,
220686,
220687,2017-01-16
220688,2017-12-13
220689,2015-07-19
220690,2015-09-27
220691,2016-12-19
220692,2016-08-14
220693,2015-04-26
220694,2015-04-23
220695,2016-07-24
220696,2016-01-29
220697,2014-12-06
220698,2014-09-18
220699,
220700,2018-03-20
220701,2016-07-18
220702,2017-12-29
220703,2014-05-13
220704,2016-10-03
220705,2014-03-15
220706,2015-05-11
220707,2018-01-10
220708,2015-01-15
220709,2016-10-15
220710,2014-10-02
220711,
220712,2018-03-06
220713,2014-03-03
220714,2016-10-21
220715,2016-09-11
220716,
220717,2015-03-25
220718,2018-03-15
220719,2017-11-13
220720,2017-07-24
220721,2017-04-30
220722,2018-03-19
220723,2015-07-20
220724,2016-03-31
220725,2015-12-05
220726,
220727,2017-07-09
220728,2017-02-11
220729,2014-05-03
220730,2015-02-01
220731,2018-01-13
220732,2017-09-12
220733,2017-02-21
220734,2016-08-26
220735,2017-12-14
220736,2014-12-26
220737,2017-06-29
220738,2016-09-13
220739,2018-01-20
220740,2014-06-14
220741,2014-05-14
220742,2018-03-24
220743,2018-01-19
220744,2015-09-10
220745,2017-07-04
220746,2014-05-29
220747,2017-09-10
220748,2016-12-10
220749,2017-04-06
220750,2015-02-11
220751,2014-07-29
220752,2016-02-29
220753,2016-10-25
220754,2017-09-24
220755,2017-10-18
220756,2017-01-25
220757,2016-06-06
220758,2014-03-18
220759,2015-11-26
220760,2017-02-26
220761,2014-05-31
220762,2015-12-18
220763,2014-11-23
220764,2018-03-08
220765,2016-06-29
220766,2015-07-25
220767,2015-01-23
220768,2017-12-20
220769,2016-04-27
220770,2015-01-11
220771,2016-04-29
220772,2015-01-03
220773,2017-05-01
220774,2015-01-05
220775,2017-08-28
220776,2017-07-03
220777,2015-01-02
220778,2016-07-04
220779,2017-04-14
220780,2015-05-23
220781,2016-06-22
220782,2014-04-09
220783,2015-10-29
220785,2016-10-13
220786,2016-03-19
220787,2017-06-19
220788,2017-05-26
220789,2016-07-30
220790,2017-10-25
220791,2015-10-23
220792,2016-11-20
220793,2015-09-28
220794,2015-07-07
220795,2015-03-19
220796,2014-07-29
220797,
220798,2014-01-12
220799,
220800,2017-12-13
220801,2016-08-23
220802,2017-11-27
220803,
220804,2017-02-16
220805,2016-12-21
220806,2016-05-03
220807,2017-01-01
220808,2017-10-23
220809,2018-02-12
220810,2016-10-08
220811,2017-05-19
220812,2017-03-13
220813,
220814,2017-02-04
220815,
220816,
220817,
220818,2017-01-16
220819,2017-05-11
220820,2017-06-30
220821,2016-01-20
220822,
220823,2016-09-29
220824,2014-06-19
220825,2015-04-04
220826,2015-05-24
220827,2015-11-03
220828,2014-02-15
220829,
220830,2015-02-08
220831,
220832,2018-02-04
220833,2016-08-06
220834,2016-10-12
220835,2014-08-10
220836,2017-07-30
220837,2016-11-30
220838,2014-09-30
220839,2014-08-03
220840,2016-08-27
220841,2018-03-22
220842,2017-01-28
220843,2016-05-23
220844,2018-02-11
220845,
220846,2016-06-16
220847,2016-08-05
220848,2017-03-16
220849,2016-01-10
220850,2017-12-31
220851,2015-10-11
220852,2016-04-25
220853,2014-09-02
220854,2016-04-21
220855,2018-03-29
220856,2017-02-17
220857,2015-03-02
220858,2014-07-22
220859,2017-06-15
220860,2016-07-26
220861,
220862,2015-07-27
220863,2014-01-04
220864,2017-07-01
220865,2016-03-09
220866,
220867,2014-04-23
220868,2017-06-16
220869,
220870,2014-11-27
220871,2016-08-30
220872,2016-11-27
220873,
220874,2017-01-02
220875,2016-08-31
220876,2014-07-31
220877,2018-01-08
220878,2017-11-29
220879,2014-04-20
220880,2017-12-29
220881,2014-09-01
220882,2017-04-20
220883,2014-07-29
220884,
220885,2014-04-14
220886,2016-04-22
220887,2015-09-22
220888,2014-11-10
220889,
220890,2016-02-12
220891,
220892,2017-12-10
220893,2015-09-17
220894,2018-02-22
220895,2014-03-20
220896,2015-02-15
220897,2016-03-15
220898,2017-11-14
220899,2016-08-01
220900,2017-11-29
220901,2014-11-01
220902,2017-02-18
220903,2016-06-30
220904,2017-02-05
220905,2015-07-18
220906,
220907,
220908,2015-08-20
220909,2017-01-25
220910,2017-02-22
220911,2017-12-02
220912,
220913,2017-12-25
220914,2016-08-16
220915,2014-06-26
220916,2016-11-14
220917,2018-02-25
220918,2015-09-13
220919,
220920,2017-03-05
220921,
220922,2018-03-25
220923,2015-09-20
220924,2017-03-05
220925,2016-11-10
220926,2014-10-06
220927,2015-05-03
220928,2016-11-01
220929,2014-07-08
220930,2017-11-01
220931,2016-06-12
220932,2017-01-23
220933,2017-07-19
220934,2017-09-06
220935,2017-11-22
220936,2014-07-29
220937,2015-01-06
220938,2014-03-13
220939,2015-02-08
220940,2017-04-30
220941,
220942,2015-03-09
220943,2017-07-12
220944,2016-02-04
220945,2014-10-20
220946,2017-06-01
220947,2014-03-21
220948,2017-10-14
220949,2014-04-14
220950,2016-05-14
220951,2014-01-11
220952,2014-01-01
220953,2017-12-23
220954,2017-07-10
220955,2017-07-13
220956,2018-03-19
220957,2015-08-16
220958,2016-08-31
220959,2016-11-08
220960,2017-12-28
220961,2017-05-07
220962,2014-10-10
220963,
220964,2015-06-13
220965,2017-09-03
220966,2016-09-05
220967,2017-11-26
220968,2015-12-13
220969,2016-11-14
220970,2016-05-17
220971,2014-08-19
220972,2015-09-28
220973,2015-07-04
220974,2016-05-11
220975,2017-09-15
220976,2017-07-26
220977,2017-11-23
220978,
220979,2017-03-15
220980,2015-04-27
220981,2017-08-22
220982,2015-03-16
220983,
220984,2017-01-10
220985,2016-11-07
220986,2015-10-10
220987,2016-02-12
220988,
220989,2016-03-31
220990,2016-03-13
220991,2016-09-15
220992,2015-08-25
220993,2016-01-05
220994,2015-02-03
220995,2015-12-05
220996,2017-03-25
220997,2016-08-12
220998,2017-09-25
220999,2014-05-11
221000,2017-08-14
221001,2016-10-06
221002,
221003,2014-05-20
221004,2018-01-07
221005,2014-06-10
221006,2017-02-12
221007,2018-02-11
221008,2017-07-18
221009,2014-02-14
221010,2017-07-12
221011,2014-07-04
221012,
221013,2016-12-14
221014,2015-10-12
221015,2017-05-19
221016,2016-10-30
221017,2017-06-18
221018,2014-08-23
221019,2016-01-31
221020,
221021,2014-10-16
221022,2014-06-04
221023,2015-09-07
221024,2015-04-29
221025,2016-10-17
221026,2016-07-30
221027,2016-12-07
221028,2017-07-18
221029,2016-01-07
221030,2014-03-06
221031,2016-08-03
221032,2016-10-24
221033,2016-03-12
221034,2016-05-10
221035,2015-07-20
221036,2014-12-05
221037,2015-03-12
221038,2016-03-21
221039,2017-06-13
221040,2017-04-08
221041,2015-08-14
221042,2016-10-25
221043,2016-09-01
221044,2014-03-26
221045,2016-03-17
221046,2016-08-18
221047,2016-10-29
221048,2014-04-19
221049,2016-09-24
221050,2016-12-27
221051,2017-04-10
221052,2016-07-24
221053,2015-10-06
221054,2014-01-24
221055,2016-12-20
221056,2014-10-26
221057,
221058,2015-10-30
221059,
221060,2017-07-06
221061,2016-05-01
221062,2015-01-06
221063,2017-02-21
221064,2015-09-26
221065,2016-01-16
221066,2017-02-27
221067,2015-05-28
221068,2017-09-12
221069,2016-01-08
221070,2015-04-29
221071,2014-10-28
221072,2016-08-26
221073,2016-12-23
221074,2017-09-03
221075,2017-09-12
221076,
221077,2017-01-02
221078,2017-03-26
221079,2015-03-30
221080,
221081,2016-07-24
221082,2016-05-07
221083,2016-05-24
221084,
221085,2016-12-10
221086,2014-01-31
221087,2016-05-24
221088,2014-07-23
221089,2018-01-09
221090,2017-11-29
221091,2017-10-27
221092,2016-12-09
221093,2016-11-02
221094,2014-09-15
221095,2015-08-24
221096,2016-06-25
221097,2015-07-29
221098,2016-02-26
221099,2016-07-06
221100,2016-06-13
221101,2017-05-06
221102,2018-01-05
221103,2016-08-27
221104,2017-10-13
221105,2016-09-09
221106,2018-03-09
221107,2014-07-08
221108,2017-08-02
221109,2014-07-05
221110,
221111,
221112,2016-07-27
221113,2014-11-22
221114,2014-02-05
221115,2015-06-06
221116,2017-09-27
221117,2014-03-24
221118,2017-12-01
221119,2016-07-20
221120,2015-08-05
221121,2018-03-09
221122,
221123,2014-12-15
221124,2016-07-17
221125,2017-01-17
221126,2016-12-20
221127,2016-01-20
221128,2016-08-07
221129,2016-04-23
221130,2015-11-12
221131,2018-03-02
221132,2016-04-26
221133,2016-08-28
221134,
221135,2014-03-17
221136,2018-02-14
221137,
221138,2016-05-29
221139,2015-05-23
221140,
221141,2016-06-28
221142,2014-05-06
221143,
221144,2016-03-27
221145,
221146,2017-12-30
221147,2015-01-01
221148,2018-03-30
221149,2015-12-03
221150,2016-07-10
221151,2016-08-02
221152,2017-01-18
221153,
221154,2014-02-11
221155,2014-07-09
221156,2018-02-24
221157,2015-06-01
221158,2016-01-20
221159,2017-04-03
221160,2017-04-30
221161,2014-05-20
221162,2017-12-18
221163,2016-05-01
221164,2016-04-15
221165,2016-11-15
221166,2016-11-19
221167,2017-04-25
221168,2016-06-21
221169,2014-08-19
221170,2014-03-15
221171,2015-04-16
221172,2014-03-15
221173,2016-06-13
221174,2017-08-10
221175,2017-01-02
221176,2017-10-19
221177,2016-06-29
221178,2017-12-19
221179,2014-08-12
221180,2016-08-26
221181,2018-01-21
221182,
221183,2016-11-23
221184,2016-08-06
221185,2016-02-16
221186,2017-05-09
221187,2015-05-24
221188,2016-07-18
221189,2016-09-06
221190,2014-08-11
221191,2017-07-31
221192,2017-03-19
221193,2016-02-21
221194,2016-01-18
221195,2015-11-01
221196,2016-09-23
221197,2015-03-24
221198,2016-09-21
221199,2016-12-25
221200,2015-06-27
221201,2014-03-01
221202,2016-10-21
221203,2015-07-14
221204,2014-09-13
221205,2014-08-23
221206,2017-01-22
221207,2014-05-29
221208,2014-01-08
221209,2014-03-22
221210,2015-07-11
221211,2017-03-10
221212,2014-03-01
221213,2017-04-13
221214,2016-04-28
221215,2016-06-21
221216,2017-12-27
221217,2017-07-27
221218,2016-06-01
221219,2015-11-06
221220,2015-04-17
221221,
221222,2015-02-08
221223,
221224,2016-06-26
221225,2016-02-15
221226,2014-08-11
221227,2018-02-24
221228,
221229,2017-03-02
221230,2016-11-06
221231,2016-06-01
221232,2016-03-26
221233,2014-09-07
221234,2017-08-29
221235,
221236,
221237,2017-11-18
221238,2017-10-01
221239,2016-06-19
221241,2014-06-09
221242,2014-01-19
221243,2014-04-14
221244,2017-03-23
221245,2015-01-17
221246,2017-05-04
221247,2015-05-12
221248,
221249,2014-01-29
221250,
221251,2016-01-04
221252,2015-02-12
221253,2015-01-30
221254,2017-10-20
221255,2017-07-13
221256,
221257,
221258,
221259,2016-08-14
221260,2016-02-29
221261,2016-07-30
221262,2014-01-23
221263,2015-03-15
221264,2018-01-29
221265,2015-09-02
221266,2017-06-07
221267,
221268,
221269,2015-07-11
221270,2017-01-18
221271,2016-07-02
221272,2015-12-05
221273,2017-03-25
221274,2015-07-03
221275,2016-11-26
221276,
221277,2016-01-13
221278,2014-12-01
221279,2015-08-23
221280,2015-10-17
221281,2015-06-12
221282,2017-01-03
221283,2017-09-09
221284,2016-11-16
221285,2016-07-24
221286,2015-04-01
221287,2014-07-27
221288,2015-10-09
221289,2016-06-08
221290,2018-03-10
221291,2016-06-27
221292,2015-03-31
221293,2014-06-16
221294,2016-08-01
221295,2015-08-13
221296,2017-06-05
221297,2017-10-31
221298,2016-11-15
221299,2017-09-07
221300,2017-09-30
221301,2017-11-28
221302,2014-09-23
221303,2016-12-23
221304,
221305,2017-05-16
221306,2015-11-14
221307,2014-08-28
221308,2016-08-07
221309,
221310,2017-12-12
221311,
221312,2017-09-29
221313,
221314,2017-07-26
221315,2016-10-20
221316,2017-07-31
221317,2016-03-18
221318,2015-04-18
221319,2015-12-03
221320,
221321,2016-10-25
221322,2017-08-03
221323,2018-01-02
221324,2016-11-17
221325,
221326,2016-11-26
221327,2017-07-28
221328,2016-08-12
221329,2015-05-29
221330,2015-08-04
221331,
221332,2015-06-29
221333,2015-11-15
221334,
221335,2016-04-19
221336,2014-09-30
221337,2015-05-03
221338,2014-07-09
221339,
221340,2016-02-18
221341,2016-10-13
221342,2017-06-07
221343,2015-07-22
221344,2014-01-21
221345,2014-10-20
221346,2014-12-08
221347,2014-11-22
221348,2017-01-09
221349,2014-02-12
221350,
221351,2016-12-15
221352,2016-10-27
221353,2017-05-19
221354,2017-01-28
221355,2015-04-04
221356,2017-09-18
221357,2015-07-19
221358,2017-03-01
221359,2016-06-27
221360,2017-03-03
221361,2015-12-25
221362,2017-05-28
221363,2017-08-27
221364,2014-12-03
221365,2014-02-15
221366,
221367,2015-12-27
221368,2016-05-23
221369,2016-10-28
221370,
221371,2017-07-09
221372,2016-10-15
221373,
221374,2014-03-15
221375,2017-07-13
221376,2017-09-18
221377,2014-07-26
221378,2017-05-30
221379,2013-12-31
221380,2017-08-29
221382,2015-07-06
221383,
221384,2017-07-28
221385,
221386,2016-03-19
221387,2014-09-29
221388,2014-06-01
221389,2017-03-07
221390,2014-05-12
221391,2017-10-03
221392,2015-07-02
221393,2016-01-16
221394,2017-06-14
221395,
221396,2015-08-25
221397,2016-02-14
221398,2015-01-06
221399,2016-10-30
221400,2017-02-28
221401,2016-12-06
221402,2017-12-12
221403,2014-02-17
221404,2014-09-23
221405,2016-09-21
221406,2015-09-28
221407,2017-12-25
221408,2014-07-02
221409,2016-12-03
221410,2015-05-27
221411,2014-08-19
221412,2015-04-14
221413,2016-03-16
221414,2016-03-19
221415,2014-12-19
221416,2015-10-31
221417,2017-03-07
221418,2016-08-02
221419,2013-08-07
221420,2018-03-28
221421,2016-02-27
221422,2016-06-25
221423,2016-09-29
221424,2015-05-10
221425,2017-07-07
221426,
221427,2016-07-03
221428,2016-08-05
221429,2016-04-11
221430,2018-01-20
221431,2014-12-31
221432,
221433,
221434,2016-01-11
221435,2016-10-30
221436,2016-08-27
221437,2014-02-23
221438,2016-02-21
221439,
221440,2015-01-19
221441,2015-12-23
221442,2017-06-13
221443,2016-06-30
221444,2017-05-15
221445,2017-02-26
221446,2015-11-03
221447,2016-07-01
221448,2015-12-04
221449,2015-06-17
221450,2018-02-21
221451,
221452,2017-12-20
221453,2017-04-16
221454,2016-09-08
221455,2016-11-02
221456,2018-01-23
221457,2015-04-09
221458,2018-01-25
221459,
221460,2015-12-10
221461,2017-11-14
221462,
221463,2017-02-06
221464,2014-04-01
221465,2017-08-03
221466,2015-06-13
221467,2016-09-22
221468,
221469,2016-02-22
221470,2016-10-07
221471,2016-06-29
221472,2016-06-26
221473,2016-07-31
221474,2015-05-24
221475,
221476,2018-03-30
221477,2014-09-27
221478,2015-11-10
221479,2014-02-17
221480,2015-12-21
221481,2016-07-20
221482,2015-06-28
221483,2017-10-10
221484,2016-09-05
221485,2016-05-22
221486,2014-08-14
221487,2016-08-16
221488,2014-06-02
221489,2016-07-20
221490,2016-04-17
221491,2017-02-17
221492,
221493,2016-04-28
221494,2015-01-09
221495,2014-03-21
221496,2014-09-17
221497,2015-12-19
221498,2017-01-11
221499,2014-10-11
221500,2017-07-26
221501,2015-03-17
221502,
221503,2014-04-23
221504,2014-11-13
221505,2015-11-06
221506,2016-06-12
221507,2015-03-04
221508,2016-07-19
221509,2014-10-27
221510,2017-02-14
221511,2015-04-20
221512,2017-02-03
221513,
221514,2018-03-28
221515,2015-12-21
221516,2015-01-18
221517,2017-02-23
221518,2015-09-08
221519,2016-10-26
221520,2017-09-17
221521,2017-01-18
221522,2016-10-14
221523,2016-01-03
221524,2015-01-27
221525,
221526,2016-11-29
221527,2016-10-28
221528,2015-04-13
221529,2016-09-10
221530,2014-04-15
221531,2017-01-17
221532,2014-09-28
221533,2014-03-14
221534,2015-04-04
221535,2016-11-11
221536,2014-12-15
221537,2015-01-29
221538,2016-09-02
221539,2017-07-02
221540,2018-02-12
221541,2016-01-17
221542,2016-07-31
221543,2017-03-21
221544,2016-07-06
221545,2016-02-27
221546,2015-12-08
221547,2014-12-29
221548,2018-03-28
221549,2016-12-02
221550,2017-11-25
221551,2016-06-13
221552,
221553,2015-04-03
221554,2014-01-05
221555,2017-03-16
221556,2016-10-31
221557,2016-06-09
221558,2015-07-27
221559,2016-09-24
221560,2016-12-06
221561,2014-03-08
221562,2017-07-04
221563,2016-12-07
221564,2015-03-31
221565,2018-01-19
221566,2015-04-07
221567,2014-04-27
221568,2015-07-28
221569,
221570,2016-06-29
221571,2014-09-23
221572,2016-05-08
221573,2014-07-05
221574,2014-06-01
221575,2015-03-26
221576,2016-06-06
221577,2015-03-03
221578,2018-01-24
221579,2014-04-13
221580,2017-01-29
221581,2018-03-10
221582,2015-10-13
221583,2018-01-20
221584,2015-05-24
221585,2016-04-08
221586,2015-02-13
221587,2015-06-01
221588,2017-08-26
221589,2014-07-05
221590,2016-04-28
221591,2016-12-23
221592,2016-05-17
221593,2015-10-11
221594,2014-08-23
221595,2017-09-22
221596,2017-09-04
221597,2016-02-13
221598,2015-04-18
221599,2014-08-22
221600,2014-06-04
221601,2017-02-27
221602,2017-06-26
221603,2016-12-01
221604,2015-05-26
221605,2017-12-18
221606,2017-04-22
221607,2016-05-28
221608,2017-08-22
221609,
221610,2014-01-19
221611,2018-01-24
221612,2017-12-13
221613,
221614,2017-12-04
221615,2016-12-11
221616,2016-05-30
221617,2017-08-14
221618,2014-11-22
221619,2016-02-23
221620,2014-06-15
221621,2016-04-07
221622,2015-12-26
221623,2018-03-04
221624,2014-05-14
221625,2018-03-04
221626,
221627,2014-09-30
221628,2014-10-26
221629,2015-07-16
221630,2015-05-20
221631,2016-09-28
221632,
221633,2017-03-23
221634,2014-12-08
221635,2016-04-06
221636,
221637,2018-01-07
221638,2016-10-10
221639,2016-02-07
221640,2017-10-13
221641,2015-08-18
221642,2015-11-11
221643,2014-01-31
221644,2017-08-18
221645,2015-05-28
221646,2016-05-08
221647,2015-04-08
221648,2014-02-07
221649,2016-08-26
221650,2018-02-26
221651,2017-05-27
221652,2014-09-26
221653,2014-10-26
221654,2014-05-28
221655,2016-05-16
221656,2016-05-08
221657,2014-10-28
221658,2014-01-10
221659,2014-05-20
221660,2016-02-17
221661,2017-11-10
221662,
221663,2016-11-10
221664,2017-03-02
221665,
221666,2016-03-06
221667,2017-01-31
221668,
221669,2014-09-17
221670,2017-05-06
221671,2016-03-28
221672,
221673,2017-02-25
221674,
221675,2016-09-18
221676,2018-02-18
221677,
221678,2016-08-10
221679,2013-05-11
221680,2016-03-19
221681,2014-07-06
221682,2016-09-15
221683,2014-02-22
221684,2015-09-06
221685,2017-03-01
221686,2014-08-11
221687,2016-03-22
221688,2015-11-21
221689,2016-03-06
221690,2018-01-09
221691,2017-03-19
221692,2013-03-16
221693,2014-05-09
221694,2015-05-31
221695,2015-10-03
221696,2016-10-12
221697,2018-03-23
221698,2015-03-16
221699,2017-07-31
221700,
221701,2018-02-15
221702,2014-05-18
221703,
221704,2015-11-04
221705,2014-12-05
221706,2016-08-28
221707,2017-07-16
221708,
221709,2016-10-17
221710,2018-01-03
221711,2017-05-18
221712,2015-11-19
221713,2014-01-01
221714,2017-06-02
221715,2015-01-09
221716,2016-12-28
221717,2016-02-09
221718,
221719,2015-05-27
221720,2017-11-30
221721,2015-03-31
221722,2016-03-06
221723,2017-08-19
221724,2017-04-21
221725,2017-06-22
221726,2014-11-09
221727,2016-05-31
221728,2014-08-15
221729,2014-09-03
221730,2017-05-06
221731,2015-04-22
221732,2016-09-14
221733,2014-08-06
221734,2014-08-14
221735,
221736,2015-06-09
221737,2015-10-24
221738,2016-07-01
221739,2018-01-03
221740,2018-01-19
221741,2015-09-11
221742,2015-04-20
221743,2014-11-20
221744,2014-04-22
221745,
221746,
221747,2014-04-19
221748,2016-09-07
221749,
221750,2015-06-17
221751,2016-06-21
221752,2017-05-13
221753,2014-06-22
221754,2014-10-03
221755,2018-01-02
221756,2018-03-18
221757,2017-07-26
221758,2016-11-18
221759,2017-03-02
221760,
221761,
221762,2017-05-06
221763,2016-07-24
221764,2015-06-04
221765,2014-07-10
221766,2016-02-21
221767,2016-05-07
221768,2017-07-16
221769,2014-02-24
221770,2016-12-25
221771,2014-03-27
221772,2017-08-27
221773,2016-11-18
221774,2017-07-11
221775,2017-02-22
221776,2016-10-26
221777,2015-05-12
221778,2018-01-21
221779,2017-02-02
221780,2017-11-28
221781,2016-10-05
221782,2017-06-21
221783,2016-08-31
221784,2017-01-22
221785,2015-11-27
221786,2017-08-22
221787,2017-08-28
221788,2015-05-29
221789,2017-10-05
221790,2018-02-07
221791,2016-11-09
221792,2015-10-13
221793,
221794,
221795,2016-02-11
221796,2014-04-08
221797,2018-01-22
221798,2014-08-10
221799,2016-01-08
221800,2014-01-20
221801,2016-12-01
221802,2015-01-16
221803,2017-10-27
221804,2018-01-19
221805,2017-04-13
221806,2014-06-21
221807,2016-04-11
221808,2015-04-12
221809,2017-10-21
221810,2015-12-05
221811,2017-08-01
221812,2016-10-04
221813,2017-11-25
221814,2015-12-28
221815,2016-09-09
221816,2015-07-31
221817,2015-04-04
221818,2017-11-03
221819,2017-10-26
221820,
221821,2014-07-18
221822,2014-06-26
221823,2017-03-09
221824,
221825,
221826,2016-05-20
221827,2017-03-03
221828,2016-02-20
221829,2017-01-09
221830,
221831,2014-04-08
221832,
221833,2017-11-11
221834,2016-01-17
221835,2017-08-23
221836,2016-07-04
221837,
221838,2014-09-20
221839,
221840,2018-02-24
221841,2016-08-09
221842,
221843,2018-01-11
221844,2016-05-30
221845,2017-05-31
221846,
221847,2014-07-22
221848,2014-04-23
221849,2015-04-11
221850,2016-06-04
221851,2014-07-19
221852,2016-11-28
221853,2017-05-24
221854,2017-12-24
221855,2015-05-09
221856,2016-06-03
221857,2015-09-04
221858,2016-03-04
221859,2014-01-21
221860,2016-06-29
221861,2015-02-22
221862,2017-03-10
221863,2016-06-28
221864,2016-11-24
221865,
221866,
221867,2015-06-05
221868,2014-02-11
221869,2016-05-06
221870,2017-09-18
221871,2017-05-02
221872,2016-11-16
221873,2016-08-02
221874,2016-10-07
221875,2017-07-26
